"","year","state_abb","district","total_votes","dem","other","rep","difference","sample_size","sample_size_2_percent","sample_size_4_percent","sample_size_6_percent","sample_size_8_percent","margin","sample_size_winning_margin"
"21",2018,"IL","IL-12",261543,0.454,0.03,0.516,38.44,20.660804237623,2249.78877292772,562.44719323193,254.435815849488,143.120146415337,0.062,59.5713408596616
"22",2018,"IL","IL-13",270981,0.496,0,0.504,0.640000000000001,20.0006400307216,2400.758104581,600.18952614525,271.50942094952,152.724049284105,0.00800000000000001,3818.10123210262
"23",2018,"IL","IL-14",297199,0.525,0,0.475,25,20.0250469728704,2394.90948352649,598.727370881623,270.847981667973,152.351989688235,0.05,97.5052734004701
"24",2018,"IA","IA-01",334243,0.51,0.031,0.459,26.01,20.668481439009,2248.11773834072,562.02943458518,254.246833197617,143.01384367366,0.051,87.9746827673417
"25",2018,"IA","IA-03",356241,0.493,0.036,0.471,4.84000000000001,20.7522928205169,2229.99565635409,557.498914088523,252.197348921297,141.861008768229,0.022,468.962012456956
"26",2018,"IA","IA-04",313251,0.47,0.027,0.503,10.89,20.5668167489891,2270.39819950074,567.599549875186,256.766601889225,144.431213562689,0.033,212.203803214235
"27",2018,"KS","KS-02",264688,0.468,0.056,0.476,0.639999999999992,21.1872015075384,2139.38524642097,534.846311605243,241.949927539693,136.096834241078,0.00799999999999995,3402.42085602698
"28",2018,"KY","KY-06",302888,0.478,0.012,0.51,10.24,20.2535410082665,2341.17707827203,585.294269568008,264.771211913859,148.933806701545,0.032,232.709072971164
"29",2018,"ME","ME-02",281371,0.506,0,0.494,1.44,20.0014401555387,2400.56603163996,600.141507909991,271.487698805627,152.711830578165,0.012,1696.79811753517
"30",2018,"MI","MI-06",293438,0.457,0.041,0.502,20.25,20.8780551951812,2203.2110847268,550.802771181701,249.168195955394,140.157110224909,0.045,110.74142042462
"31",2018,"MI","MI-07",295060,0.462,0,0.538,57.76,20.0580114268133,2387.04409659112,596.76102414778,269.958459875548,151.851633679996,0.076,42.0641644542924
"32",2018,"MI","MI-08",341593,0.506,0.026,0.468,14.44,20.5495262957248,2274.22045102734,568.555112756834,257.198872552699,144.674365810893,0.038,160.304006438663
"33",2018,"MI","MI-11",350901,0.518,0.03,0.452,43.56,20.6664510018944,2248.5595061051,562.139876526275,254.296794128572,143.041946697322,0.066,52.5406599439198
"34",2018,"MN","MN-01",291661,0.497,0.002,0.501,0.16,20.0402411261128,2391.27930494094,597.819826235234,270.437433148392,152.121056145971,0.004,15212.105614597
"35",2018,"MN","MN-02",337968,0.527,0.002,0.471,31.3600000000001,20.0717037722469,2383.78846024058,595.947115060146,269.590269536559,151.644526614314,0.056,77.3696564358745
"36",2018,"MN","MN-07",281509,0.521,0.001,0.478,18.49,20.038591410594,2391.67305447006,597.918263617514,270.481963543373,152.146104493147,0.043,131.656986040582
"37",2018,"MN","MN-08",314211,0.452,0.041,0.507,30.25,20.8894402535988,2200.81017296387,550.202543240968,248.896669156729,140.00437640066,0.055,74.0519015672914
"38",2018,"MO","MO-02",376066,0.472,0.016,0.512,16,20.3420173407537,2320.85576111056,580.21394027764,262.473009089961,147.641067613103,0.04,147.641067613103
"39",2018,"MT","MT-01",504421,0.462,0.029,0.509,22.09,20.6214937580619,2258.37443339197,564.593608347993,255.406795681513,143.666322570851,0.047,104.05890272221
"40",2018,"NE","NE-02",248485,0.49,0,0.51,4.00000000000001,20.0040012004001,2399.95139822865,599.987849557163,271.418187945169,152.672730719157,0.02,610.690922876629
"41",2018,"NV","NV-04",234868,0.519,0.043,0.437,67.24,20.9978874038329,2178.13596227472,544.533990568681,246.332370070141,138.561958164454,0.082,32.971316636396
"42",2018,"NH","NH-01",291066,0.536,0.014,0.45,73.96,20.3615740593842,2316.39966887856,579.099917219639,261.96905535164,147.357593635297,0.086,31.8783328578252
"43",2018,"NJ","NJ-02",258363,0.529,0.019,0.452,59.29,20.450453660513,2296.30883924633,574.077209811581,259.696919100414,146.079516993983,0.077,39.4210199342844
"44",2018,"NJ","NJ-03",306875,0.5,0.013,0.487,1.69,20.2651824089944,2338.48805709755,584.622014274387,264.467101899354,148.762744818387,0.013,1408.40468467111
"45",2018,"NJ","NJ-07",322742,0.517,0.015,0.467,25,20.3514936226887,2318.69494052392,579.67373513098,262.228634971163,147.503607171279,0.05,94.4023085896187
"46",2018,"NM","NM-02",199256,0.509,0,0.491,3.24000000000001,20.0032407875326,2400.13386752264,600.033466880659,271.438823981867,152.6843384898,0.018,753.996733282964
"47",2018,"NY","NY-01",270006,0.474,0.011,0.515,16.81,20.2398465080628,2344.34628179911,586.086570449776,265.129627288096,149.135415349554,0.041,141.949235311889
"48",2018,"NY","NY-02",241132,0.469,0,0.531,38.4400000000001,20.0385511787197,2391.68265811711,597.920664529277,270.483049650568,152.146715428444,0.0620000000000001,63.3284975768758
"49",2018,"NY","NY-11",192038,0.53,0.004,0.466,40.96,20.1219055831778,2371.90874883759,592.977187209397,268.246754936766,150.888799651931,0.064,58.9409373640355
"50",2018,"NY","NY-19",287894,0.514,0.025,0.462,27.04,20.5209495522433,2280.55885808148,570.13971452037,257.915703301174,145.07758310691,0.052,85.8447237318996
"51",2018,"NY","NY-22",250957,0.509,0,0.491,3.24000000000001,20.0032407875326,2400.13386752264,600.033466880659,271.438823981867,152.6843384898,0.018,753.996733282964
"52",2018,"NY","NY-23",240255,0.458,0,0.542,70.56,20.0709356127751,2383.97092953457,595.992732383642,269.610905573257,151.656134384957,0.084,34.3891461190379
"53",2018,"NY","NY-24",260146,0.474,0,0.526,27.04,20.0270949609794,2394.41969752685,598.604924381713,270.792590201046,152.320831988088,0.052,90.1306698154366
"54",2018,"NY","NY-27",285178,0.488,0.021,0.491,0.0900000000000001,20.429105110475,2301.11066277219,575.277665693048,260.239972697743,146.384984642481,0.003,26023.9972697743
"55",2018,"NC","NC-02",331704,0.458,0.029,0.513,30.25,20.6304441738503,2256.41528939342,564.103822348354,255.185229813802,143.541691770264,0.055,75.9228782917098
"56",2018,"NC","NC-09",282717,0.489,0.018,0.493,0.16,20.3667677407363,2315.21842029119,578.804605072798,261.835464166697,147.282448593767,0.004,14728.2448593767
"57",2018,"NC","NC-13",286316,0.455,0.029,0.515,36,20.6581148295556,2250.37459539788,562.593648849469,254.502068388362,143.157413468454,0.06,63.6255170970905
"58",2018,"OH","OH-01",300871,0.469,0.018,0.513,19.36,20.3870738490374,2310.60866970636,577.65216742659,261.314132713261,146.989199651209,0.044,121.478677397693
"59",2018,"OH","OH-12",341647,0.472,0.014,0.514,17.64,20.3024028584829,2329.9216039274,582.48040098185,263.498294281719,148.217790533467,0.042,134.437905245775
"60",2018,"OK","OK-05",238960,0.507,0,0.493,1.96,20.0019602881671,2400.44118422829,600.110296057073,271.473579412097,152.703888419304,0.014,1246.5623544433
"61",2018,"PA","PA-01",329798,0.487,0,0.513,6.76000000000001,20.0067634292519,2399.28874658208,599.822186645521,271.343246548737,152.630576183665,0.026,361.255801618141
"62",2018,"PA","PA-10",291033,0.487,0,0.513,6.76000000000001,20.0067634292519,2399.28874658208,599.822186645521,271.343246548737,152.630576183665,0.026,361.255801618141
"63",2018,"PA","PA-16",262396,0.473,0.011,0.516,18.49,20.2415879018253,2343.94292862293,585.985732155733,265.08401078592,149.10975606708,0.043,129.029534725434
"64",2018,"SC","SC-01",287433,0.506,0.002,0.492,1.96,20.0420522585842,2390.84714082361,597.711785205902,270.388558324633,152.093564057606,0.014,1241.58011475596
"65",2018,"TX","TX-02",263392,0.456,0.016,0.528,51.84,20.3798328351883,2312.25089335221,578.062723338052,261.499857043547,147.093669586995,0.072,45.3992807367269
"66",2018,"TX","TX-06",256042,0.454,0.015,0.531,59.29,20.3668944655451,2315.18960935004,578.797402337509,261.832205845113,147.280615787876,0.077,39.7451484669592
"67",2018,"TX","TX-07",243601,0.525,0,0.475,25,20.0250469728704,2394.90948352649,598.727370881623,270.847981667973,152.351989688235,0.05,97.5052734004701
"68",2018,"TX","TX-10",307827,0.468,0.022,0.511,18.49,20.4487433130403,2296.6929851284,574.173246282099,259.7403633882,146.103954405863,0.043,126.428516522109
"69",2018,"TX","TX-21",353617,0.476,0.021,0.502,6.76000000000001,20.4571281186641,2294.81067030626,573.702667576564,259.527486378047,145.984211087652,0.026,345.524759970772
"70",2018,"TX","TX-22",297405,0.465,0.022,0.514,24.01,20.4546458262459,2295.36768183526,573.841920458814,259.590480595337,146.019645334877,0.049,97.3058861040416
"71",2018,"TX","TX-23",210069,0.487,0.021,0.492,0.25,20.4292756336704,2301.07224818399,575.268062045997,260.235628268965,146.382540901293,0.005,9368.48261768271
"72",2018,"TX","TX-24",263418,0.475,0.018,0.506,9.61000000000002,20.39754673061,2308.23656888458,577.059142221145,261.04586423618,146.838298632851,0.031,244.475835392884
"73",2018,"TX","TX-25",304553,0.448,0.017,0.535,75.69,20.4260364229563,2301.80212535992,575.45053133998,260.318172415759,146.428971983864,0.087,30.9534093241092
"74",2018,"TX","TX-31",286007,0.477,0.017,0.506,8.41000000000001,20.354739659858,2317.95545970094,579.488864925234,262.145004717174,147.456565153411,0.029,280.535676867368
"75",2018,"TX","TX-32",275620,0.523,0.02,0.458,42.25,20.432260480983,2300.39999289037,575.099998222591,260.159600765338,146.339775430503,0.065,55.4186131807822
"76",2018,"UT","UT-04",269271,0.501,0,0.499,0.0400000000000001,20.00004000012,2400.90215928678,600.225539821694,271.52571255744,152.73321331356,0.002,61093.2853254239
"77",2018,"VA","VA-02",273400,0.511,0.001,0.488,5.29000000000001,20.0253280320783,2394.84225799713,598.710564499283,270.840378917611,152.347713141156,0.023,460.787034075329
"78",2018,"VA","VA-05",310926,0.466,0.002,0.532,43.56,20.0840468373501,2380.8593478898,595.214836972451,269.259006842188,151.458191348731,0.066,55.6320262070636
"79",2018,"VA","VA-07",349803,0.503,0.013,0.484,3.61000000000001,20.2671800939868,2338.02708203906,584.506770509766,264.414968754011,148.733419924131,0.019,659.206293292546
"80",2018,"WA","WA-03",307226,0.473,0,0.527,29.1600000000001,20.0292239282846,2393.91070423311,598.477676058278,270.735026519729,152.288452417347,0.054,83.5601933702865
"81",2018,"WA","WA-08",313057,0.524,0,0.476,23.04,20.0230798897156,2395.38006223203,598.845015558007,270.901200920511,152.381925517788,0.048,105.820781609575
"82",2018,"AK","AK-AL",282166,0.465,0.004,0.531,43.56,20.1245539394887,2371.28451177922,592.821127944806,268.176157969113,150.849088857626,0.066,55.4082971010564
"83",2018,"MT","MT-AL",504421,0.462,0.029,0.509,22.09,20.6214937580619,2258.37443339197,564.593608347993,255.406795681513,143.666322570851,0.047,104.05890272221
